OID_,CTR_MN_ISO,CTR_MN_NM,UC_NM_MN,UC_NM_LST,Total_POP,Access_POP,SDG1121pct,Shape_Length,Shape_Area
4084,ETH,Ethiopia,Aszimew,Aszimew; Bagena Amba,7212.863563537599475,-9999.000000000000000,-9999.000000000000000,0.053062085436182,0.000165471720106
4085,ETH,Ethiopia,Esara (Balle),Esara (Balle),2405.280024766922452,-9999.000000000000000,-9999.000000000000000,0.072568984865279,0.000243858391331
4086,ETH,Ethiopia,Tocha,Tocha,4300.399473190311255,-9999.000000000000000,-9999.000000000000000,0.092636930582435,0.000325276591223
4087,ETH,Ethiopia,Leke Bota,Leke Bota; Haro Moti Hayk',3170.401157617566241,-9999.000000000000000,-9999.000000000000000,0.072623547227485,0.000325559399723
4088,ETH,Ethiopia,Gonder,Gonder,200816.822617531463038,-9999.000000000000000,-9999.000000000000000,0.232433623735270,0.002067205901474
4089,ETH,Ethiopia,Bahir Dar,Bahir Dar,382184.630691886006389,-9999.000000000000000,-9999.000000000000000,0.272349960560257,0.002553692142750
4090,ETH,Ethiopia,Layma,Layma,149.830720424652100,-9999.000000000000000,-9999.000000000000000,0.036266684017455,0.000081217118273
4091,ETH,Ethiopia,Woito,Woito,368.173527896404210,-9999.000000000000000,-9999.000000000000000,0.052437916721362,0.000162106399030
4092,ETH,Ethiopia,Wad,Wad,1961.207758903503645,-9999.000000000000000,-9999.000000000000000,0.072984037242632,0.000246237734180
4093,ETH,Ethiopia,Jiga,Jiga,13394.352917671201794,-9999.000000000000000,-9999.000000000000000,0.073004860435975,0.000328472968289
4094,ETH,Ethiopia,Medale,Medale,2878.529716014863425,-9999.000000000000000,-9999.000000000000000,0.072678953734646,0.000244484146157
4095,ETH,Ethiopia,Tarcha,Tarcha,20047.306473732012819,-9999.000000000000000,-9999.000000000000000,0.108888568229572,0.000406650159632
4096,ETH,Ethiopia,Gebeze Mariam,Gebeze Mariam,5854.214817523955389,-9999.000000000000000,-9999.000000000000000,0.073051784623902,0.000328830665874
4097,ETH,Ethiopia,Seyo,Seyo,9206.294035911554602,-9999.000000000000000,-9999.000000000000000,0.072760100236737,0.000326601393833
4098,ETH,Ethiopia,Asendabo,Asendabo,14938.204168796546583,-9999.000000000000000,-9999.000000000000000,0.108976383376720,0.000570098290504
4099,ETH,Ethiopia,N/A,-,1021.064757704734234,-9999.000000000000000,-9999.000000000000000,0.057076586610160,0.000166182763259
4100,ETH,Ethiopia,Maksegnit,Maksegnit,8848.920355319976807,-9999.000000000000000,-9999.000000000000000,0.069405868286160,0.000247857114214
4101,ETH,Ethiopia,Semoy,Semoy,3872.537827968596048,-9999.000000000000000,-9999.000000000000000,0.052848153266855,0.000164316257551
4102,ETH,Ethiopia,Etana,Etana; Cheraro; Cheraro Medhane `Alem Bete Kristiyan,6287.187598943711237,-9999.000000000000000,-9999.000000000000000,0.073631662397121,0.000249937176095
4103,ETH,Ethiopia,Digna,Digna; Amba Georgis,12046.201575756069360,-9999.000000000000000,-9999.000000000000000,0.093599352067170,0.000413720141640
4104,ETH,Ethiopia,Adet,Adet,22781.801347732551221,-9999.000000000000000,-9999.000000000000000,0.105788254842271,0.000493687810359
4105,ETH,Ethiopia,Ejaji,Ejaji,7529.128098964690253,-9999.000000000000000,-9999.000000000000000,0.092896385263572,0.000326811376350
4106,ETH,Ethiopia,Omonada,Omonada,9868.118669509893152,-9999.000000000000000,-9999.000000000000000,0.088892911053847,0.000407098052433
4107,ETH,Ethiopia,Hamusit,Hamusit,7211.715518951409649,-9999.000000000000000,-9999.000000000000000,0.052951272150053,0.000164868328048
4108,ETH,Ethiopia,N/A,-,576.692259311676708,-9999.000000000000000,-9999.000000000000000,0.056233168464051,0.000162103171461
4109,ETH,Ethiopia,Gasachare,Gasachare,4026.477684736250467,-9999.000000000000000,-9999.000000000000000,0.072579775759038,0.000243917345656
4110,ETH,Ethiopia,Tis Abay,Tis Abay,10303.869314193734681,-9999.000000000000000,-9999.000000000000000,0.056768743866442,0.000164692108161
4111,ETH,Ethiopia,Washira,Washira,2667.137851238249368,-9999.000000000000000,-9999.000000000000000,0.056724284456297,0.000164477028477
4112,ETH,Ethiopia,Botor,Botor,1563.921222686767351,-9999.000000000000000,-9999.000000000000000,0.052623707458518,0.000163106236184
4113,ETH,Ethiopia,Anbesame,Anbesame,8281.754703998569312,-9999.000000000000000,-9999.000000000000000,0.073159838410753,0.000329648865587
4114,ETH,Ethiopia,Deneba,Deneba,3309.825016260146185,-9999.000000000000000,-9999.000000000000000,0.072660062815453,0.000244373144666
4115,ETH,Ethiopia,Belta,Belta,1257.644621849060059,-9999.000000000000000,-9999.000000000000000,0.036249724635532,0.000081151425048
4116,ETH,Ethiopia,Nefnafe,Nefnafe; Sciumalaco; Gedeta; Dahat,21683.260154724128370,-9999.000000000000000,-9999.000000000000000,0.110055034745898,0.000579688497638
4117,ETH,Ethiopia,Teh Gabr,Teh Gabr; Gedebgi,6956.223937511436816,-9999.000000000000000,-9999.000000000000000,0.069484057814021,0.000248332301274
4118,ETH,Ethiopia,Kombolcha,Kombolcha,6214.096726417537866,-9999.000000000000000,-9999.000000000000000,0.089148253211816,0.000409108786439
4119,ETH,Ethiopia,Gedo,Gedo,14419.070819854725414,-9999.000000000000000,-9999.000000000000000,0.089075179254783,0.000408520234508
4120,ETH,Ethiopia,N/A,-,800.567906618118172,-9999.000000000000000,-9999.000000000000000,0.036260509955999,0.000081192586805
4121,ETH,Ethiopia,Wereta,Wereta,36272.980214595801954,-9999.000000000000000,-9999.000000000000000,0.142531012783994,0.000824738056138
4122,ETH,Ethiopia,Feres Bet,Feres Bet,8380.434440135963087,-9999.000000000000000,-9999.000000000000000,0.073030532968119,0.000246497638870
4123,ETH,Ethiopia,Amanuel,Amanuel,11186.085752487178979,-9999.000000000000000,-9999.000000000000000,0.069135483940382,0.000246168833901
4124,ETH,Ethiopia,Garasse,Garasse,5909.438836097716376,-9999.000000000000000,-9999.000000000000000,0.052466448176394,0.000162258291279
4125,ETH,Ethiopia,Rio Arno,Rio Arno; Yefag,2109.790017127989358,-9999.000000000000000,-9999.000000000000000,0.056842943100723,0.000165049447575
4126,ETH,Ethiopia,Shenen,Shenen,5001.003338813779919,-9999.000000000000000,-9999.000000000000000,0.072757075100640,0.000326572911095
4127,ETH,Ethiopia,Balemi,Balemi,6785.176861286159692,-9999.000000000000000,-9999.000000000000000,0.072803882479455,0.000326929725117
4128,ETH,Ethiopia,Seissie,Seissie,2173.230929613113403,-9999.000000000000000,-9999.000000000000000,0.092497227898169,0.000324444797237
4129,ETH,Ethiopia,Gidole,Gidole,8085.489562153829866,-9999.000000000000000,-9999.000000000000000,0.132514415086795,0.000648725306099
4130,ETH,Ethiopia,Zarema,Zarema,3594.986923217774802,-9999.000000000000000,-9999.000000000000000,0.077307848828918,0.000248802626146
4131,ETH,Ethiopia,Adis Zemen,Adis Zemen,19745.653823852542700,-9999.000000000000000,-9999.000000000000000,0.089604040983961,0.000330149261317
4132,ETH,Ethiopia,Giundu,Giundu,5928.802165031432196,-9999.000000000000000,-9999.000000000000000,0.072722665358163,0.000244733575810
4133,ETH,Ethiopia,Debark,Debark,16644.093491077419458,-9999.000000000000000,-9999.000000000000000,0.126515760922201,0.000580088019565
4134,ETH,Ethiopia,North Gondar,-,1928.070736646652904,-9999.000000000000000,-9999.000000000000000,0.073285071649480,0.000247945829946
4135,ETH,Ethiopia,Fasha Bota,Fasha Bota,535.927345037460100,-9999.000000000000000,-9999.000000000000000,0.036220342225123,0.000081038795243
4136,ETH,Ethiopia,Selam Ber,Selam Ber,6677.468314647679108,-9999.000000000000000,-9999.000000000000000,0.092567606447834,0.000324860651771
4137,ETH,Ethiopia,Digo Tsion,Digo Tsion,1832.162421941755611,-9999.000000000000000,-9999.000000000000000,0.052852274468839,0.000164329664831
4138,ETH,Ethiopia,Debre Markos,Debre Markos,58717.329049110398046,8294.103713989255994,14.125478539822852,0.194884549600338,0.001148380841120
4139,ETH,Ethiopia,Konso,Konso,2639.912155628205255,-9999.000000000000000,-9999.000000000000000,0.052436877610142,0.000162097809246
4140,ETH,Ethiopia,N/A,-,9219.090492725372314,-9999.000000000000000,-9999.000000000000000,0.088852935570123,0.000406762045965
4141,ETH,Ethiopia,Bale,Bale,3980.051175594329379,-9999.000000000000000,-9999.000000000000000,0.076377277499981,0.000243866223944
4142,ETH,Ethiopia,Gemu,Gemu; Mayda; Zara,1568.047346353531111,-9999.000000000000000,-9999.000000000000000,0.072519691186765,0.000324757624429
4143,ETH,Ethiopia,Senan Rob Gebeya,Senan Rob Gebeya,4419.818831443789350,-9999.000000000000000,-9999.000000000000000,0.093155258438240,0.000328335265415
4144,ETH,Ethiopia,Yejube,Yejube,3808.854897499082199,-9999.000000000000000,-9999.000000000000000,0.052784028883833,0.000163962264740
4145,ETH,Ethiopia,Enchini,Enchini,4604.386660575866699,-9999.000000000000000,-9999.000000000000000,0.056486216848824,0.000163323979889
4146,ETH,Ethiopia,Gesuba,Gesuba,9524.705223083501551,-9999.000000000000000,-9999.000000000000000,0.072554876396018,0.000325025614398
4147,ETH,Ethiopia,Boloso Sore,-,9793.549529552456079,-9999.000000000000000,-9999.000000000000000,0.088836580200914,0.000325303861937
4148,ETH,Ethiopia,Darechera,Darechera; Aytony,1639.038479328156200,-9999.000000000000000,-9999.000000000000000,0.073113843972079,0.000246962650737
4149,ETH,Ethiopia,Arba Minch,Arba Minch,76169.942536354064941,-9999.000000000000000,-9999.000000000000000,0.189867654663148,0.001217150335099
4150,ETH,Ethiopia,Gimbichu,Gimbichu,4226.561372280124488,-9999.000000000000000,-9999.000000000000000,0.092681795776707,0.000406916350497
4151,ETH,Ethiopia,Adi Da`Iro,Adi Da`Iro,5880.687611103056042,-9999.000000000000000,-9999.000000000000000,0.073619487304591,0.000249845795670
4152,ETH,Ethiopia,Mota,Mota,26390.441658973697486,-9999.000000000000000,-9999.000000000000000,0.109598552094660,0.000657843092862
4153,ETH,Ethiopia,Chencha,Chencha,8744.247144222259521,-9999.000000000000000,-9999.000000000000000,0.088743160512118,0.000324727378239
4154,ETH,Ethiopia,Tokud Emni,Tokud Emni; Gubata Maryam Bete Kristiyan,1000.206414699554102,-9999.000000000000000,-9999.000000000000000,0.036819924387637,0.000083321263091
4155,ETH,Ethiopia,N/A,-,715.575786590576058,-9999.000000000000000,-9999.000000000000000,0.036316274047822,0.000081404298931
4156,ETH,Ethiopia,Ualeita,Ualeita,1022.726242780685993,-9999.000000000000000,-9999.000000000000000,0.052520821484249,0.000162548355913
4157,ETH,Ethiopia,Eso,Eso,2386.059664964676813,-9999.000000000000000,-9999.000000000000000,0.056292890484812,0.000162390290186
4158,ETH,Ethiopia,Yegodena Mikael,Yegodena Mikael; Ghietem Mariam,5151.254319667816162,-9999.000000000000000,-9999.000000000000000,0.072948400089279,0.000246019824039
4159,ETH,Ethiopia,N/A,-,2566.836884498595737,-9999.000000000000000,-9999.000000000000000,0.052553864433019,0.000162725748597
4160,ETH,Ethiopia,Gouder,Gouder,24704.078744888309302,-9999.000000000000000,-9999.000000000000000,0.089071040367396,0.000408486287931
4161,ETH,Ethiopia,Hadero,Hadero,15498.900676727269456,-9999.000000000000000,-9999.000000000000000,0.108896344350177,0.000569363197360
4162,ETH,Ethiopia,Gununew,Gununew,13698.656964778896509,-9999.000000000000000,-9999.000000000000000,0.108859005995307,0.000487740829649
4163,ETH,Ethiopia,እንዳባጉና/Inda Aba Guna,እንዳባጉና/Inda Aba Guna,5746.772687911990033,-9999.000000000000000,-9999.000000000000000,0.073549507364900,0.000249444816279
4164,ETH,Ethiopia,Boreda,Boreda,4399.972698688504352,-9999.000000000000000,-9999.000000000000000,0.072533330639701,0.000243646767346
4165,ETH,Ethiopia,Mekanebirhan,Mekanebirhan,4943.076008558273315,-9999.000000000000000,-9999.000000000000000,0.073377441916967,0.000248467297808
4166,ETH,Ethiopia,Debre Tabor,Debre Tabor,69433.113002300262451,-9999.000000000000000,-9999.000000000000000,0.170447357050248,0.000907025045385
4167,ETH,Ethiopia,Ginido,Ginido,5025.313426017763049,-9999.000000000000000,-9999.000000000000000,0.072742316472559,0.000326453025697
4168,ETH,Ethiopia,Dereba Bota,Dereba Bota,2563.315692901613602,-9999.000000000000000,-9999.000000000000000,0.072623371021844,0.000244157762162
4169,ETH,Ethiopia,Kachise,Kachise,7740.488434791570398,-9999.000000000000000,-9999.000000000000000,0.092992983430248,0.000327371793532
4170,ETH,Ethiopia,K'Ose,K'Ose,1835.291222572326205,-9999.000000000000000,-9999.000000000000000,0.056404241311743,0.000162927321644
4171,ETH,Ethiopia,Morsito,Morsito,4407.695568084716797,-9999.000000000000000,-9999.000000000000000,0.052578912147172,0.000162859559763
4172,ETH,Ethiopia,West Belesa,-,2572.576730728148505,-9999.000000000000000,-9999.000000000000000,0.073275557839307,0.000247885082825
4173,ETH,Ethiopia,Ebbenat,Ebbenat; Debir Tekle Haymanot Bete Kristiyan,4429.124210834502264,-9999.000000000000000,-9999.000000000000000,0.089606749052901,0.000330149260602
4174,ETH,Ethiopia,Welkite,Welkite,37911.223964691147557,-9999.000000000000000,-9999.000000000000000,0.129147748571331,0.000652387820989
4175,ETH,Ethiopia,Areka,Areka,26159.592593193105131,-9999.000000000000000,-9999.000000000000000,0.125121738489897,0.000650517977322
4176,ETH,Ethiopia,Shire,Shire,71335.884891509995214,-9999.000000000000000,-9999.000000000000000,0.147158973695610,0.000832040651145
4177,ETH,Ethiopia,Ambo,Ambo,78091.509925365520758,-9999.000000000000000,-9999.000000000000000,0.149397154634919,0.000980384619117
4178,ETH,Ethiopia,Lumame,Lumame,11564.431619644161401,-9999.000000000000000,-9999.000000000000000,0.072949018281531,0.000328025132563
4179,ETH,Ethiopia,Shamba Bota,Shamba Bota,2044.502567768098743,-9999.000000000000000,-9999.000000000000000,0.056334695238290,0.000162591496731
4180,ETH,Ethiopia,Mekane Yesus,Mekane Yesus; Iste,8508.367383837690795,-9999.000000000000000,-9999.000000000000000,0.126082445232998,0.000576681033597
4181,ETH,Ethiopia,Sodo,Sodo,83210.274584770202637,-9999.000000000000000,-9999.000000000000000,0.177610227627500,0.001056633338707
4182,ETH,Ethiopia,Kuyi,Kuyi,4188.061909437179565,-9999.000000000000000,-9999.000000000000000,0.072984114203342,0.000246220443715
4183,ETH,Ethiopia,Konteb,Konteb; Balezze; Wilo,3499.225540161130994,-9999.000000000000000,-9999.000000000000000,0.072646413603648,0.000244292078211
4184,ETH,Ethiopia,Doyogena,Doyogena,8524.003632545471191,-9999.000000000000000,-9999.000000000000000,0.088861889854796,0.000325459046910
4185,ETH,Ethiopia,Shinshicho,Shinshicho,8189.296725273141419,-9999.000000000000000,-9999.000000000000000,0.072598819202710,0.000325357451585
4186,ETH,Ethiopia,Adisicia,Adisicia,3128.484160900114603,-9999.000000000000000,-9999.000000000000000,0.073295702480328,0.000247997026364
4187,ETH,Ethiopia,Gunchire,Gunchire,7761.547958374027075,-9999.000000000000000,-9999.000000000000000,0.072681465611813,0.000325986862485
4188,ETH,Ethiopia,Tebla,Tebla,9091.999072074893775,-9999.000000000000000,-9999.000000000000000,0.092593536805869,0.000325010725345
4189,ETH,Ethiopia,Indegany,Indegany,3617.072311401368097,-9999.000000000000000,-9999.000000000000000,0.072662045511460,0.000325838731851
4190,ETH,Ethiopia,Mi`Irab Abaya,Mi`Irab Abaya,5245.025077342984332,-9999.000000000000000,-9999.000000000000000,0.088747655746779,0.000324752678817
4191,ETH,Ethiopia,Feres Midir,Feres Midir; Gasay,1981.020056724549477,-9999.000000000000000,-9999.000000000000000,0.036588198319462,0.000082437835127
4192,ETH,Ethiopia,Hossana,Hossana,84932.151247024594340,-9999.000000000000000,-9999.000000000000000,0.217898359235929,0.001872264638345
4193,ETH,Ethiopia,Gende Woin,Gende Woin,12818.649656295780005,4064.038724899293356,31.704109511279626,0.093226529841523,0.000328746928340
4194,ETH,Ethiopia,Chitu,Chitu,6530.912389755251752,-9999.000000000000000,-9999.000000000000000,0.052649109737805,0.000163233498727
4195,ETH,Ethiopia,Angacha,Angacha,11731.468082427980335,-9999.000000000000000,-9999.000000000000000,0.121358021865868,0.000488181736480
4196,ETH,Ethiopia,Bodoacio,Bodoacio; Wobara Bota; Jarso Bota,4515.938388824463800,-9999.000000000000000,-9999.000000000000000,0.072594301820201,0.000243993191174
4197,ETH,Ethiopia,Boditi,Boditi,33973.183400154077390,-9999.000000000000000,-9999.000000000000000,0.125104618430829,0.000650377033931
4198,ETH,Ethiopia,Gurage,-,10149.406995773319068,-9999.000000000000000,-9999.000000000000000,0.105066679491870,0.000406514814731
4199,ETH,Ethiopia,Emdibir,Emdibir,9189.953037738803687,-9999.000000000000000,-9999.000000000000000,0.088956192610712,0.000326055678171
4200,ETH,Ethiopia,Waliso,Waliso,50704.624545097329246,-9999.000000000000000,-9999.000000000000000,0.145473634686961,0.000734407914020
4201,ETH,Ethiopia,Durame,Durame,100120.401514530225541,-9999.000000000000000,-9999.000000000000000,0.125151115600293,0.000650773355278
4202,ETH,Ethiopia,Kimir Dingay,Kimir Dingay,3893.267096519470670,-9999.000000000000000,-9999.000000000000000,0.073180302870417,0.000247335203935
4203,ETH,Ethiopia,N/A,-,585.996836423874242,-9999.000000000000000,-9999.000000000000000,0.053158614661677,0.000165950163574
4204,ETH,Ethiopia,Mariam Debre Cuorie,Mariam Debre Cuorie,779.365606784820670,-9999.000000000000000,-9999.000000000000000,0.036776246917156,0.000083149975699
4205,ETH,Ethiopia,Debre Work,Debre Work,12575.855881690980823,-9999.000000000000000,-9999.000000000000000,0.089338216220560,0.000410572082874
4206,ETH,Ethiopia,Gojo Town,Gojo Town,24333.237686157204735,-9999.000000000000000,-9999.000000000000000,0.141818761624432,0.000735899298060
4207,ETH,Ethiopia,Agena,Agena,4213.327504634858997,-9999.000000000000000,-9999.000000000000000,0.092773480801919,0.000326070541334
4208,ETH,Ethiopia,Fonk'O,Fonk'O,2527.412798404691785,-9999.000000000000000,-9999.000000000000000,0.052576660748188,0.000162844023610
4209,ETH,Ethiopia,Denboya,Denboya,5833.129882812502728,-9999.000000000000000,-9999.000000000000000,0.068804449624905,0.000244095315781
4210,ETH,Ethiopia,Welayita,-,6908.801501750941497,-9999.000000000000000,-9999.000000000000000,0.072569198888883,0.000243844781660
4211,ETH,Ethiopia,Gut'O,Gut'O,2198.420874595641635,-9999.000000000000000,-9999.000000000000000,0.089470433752002,0.000329271643956
4212,ETH,Ethiopia,Dejen,Dejen,11669.602651119237635,-9999.000000000000000,-9999.000000000000000,0.105574834530128,0.000491911820575
4213,ETH,Ethiopia,Shone,Shone,32432.452130317695264,-9999.000000000000000,-9999.000000000000000,0.105082986717631,0.000487949051127
